"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"Mental and behavioural disorders"	"F01-F99"	227	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"Diseases of the nervous system"	"G00-G98"	178	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"Diseases of the circulatory system"	"I00-I99"	972	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"Diseases of the respiratory system"	"J00-J98"	256	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"Diseases of the digestive system"	"K00-K92"	86	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"Diseases of the genitourinary system"	"N00-N98"	86	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2017"	"2017/09"	"External causes of morbidity and mortality"	"V01-Y89"	101	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"	"Sep., 2017"	"2017/09"			2763	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Certain infectious and parasitic diseases"	"A00-B99"	79	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Neoplasms"	"C00-D48"	655	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	128	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Mental and behavioural disorders"	"F01-F99"	238	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Diseases of the nervous system"	"G00-G98"	206	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Diseases of the circulatory system"	"I00-I99"	1041	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Diseases of the respiratory system"	"J00-J98"	249	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Diseases of the digestive system"	"K00-K92"	95	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"Diseases of the genitourinary system"	"N00-N98"	71	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2017"	"2017/10"	"External causes of morbidity and mortality"	"V01-Y89"	84	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"	"Oct., 2017"	"2017/10"			2888	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Certain infectious and parasitic diseases"	"A00-B99"	77	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Neoplasms"	"C00-D48"	661	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	128	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Mental and behavioural disorders"	"F01-F99"	240	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Diseases of the nervous system"	"G00-G98"	225	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Diseases of the circulatory system"	"I00-I99"	1021	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Diseases of the respiratory system"	"J00-J98"	241	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Diseases of the digestive system"	"K00-K92"	108	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"Diseases of the genitourinary system"	"N00-N98"	94	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2017"	"2017/11"	"External causes of morbidity and mortality"	"V01-Y89"	104	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"	"Nov., 2017"	"2017/11"			2943	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Certain infectious and parasitic diseases"	"A00-B99"	91	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Neoplasms"	"C00-D48"	655	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	20	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	167	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Mental and behavioural disorders"	"F01-F99"	292	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Diseases of the nervous system"	"G00-G98"	232	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Diseases of the circulatory system"	"I00-I99"	1173	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Diseases of the respiratory system"	"J00-J98"	317	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Diseases of the digestive system"	"K00-K92"	85	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"Diseases of the genitourinary system"	"N00-N98"	90	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2017"	"2017/12"	"External causes of morbidity and mortality"	"V01-Y89"	110	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"	"Dec., 2017"	"2017/12"			3258	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"					70151	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Certain infectious and parasitic diseases"	"A00-B99"	99	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Neoplasms"	"C00-D48"	832	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	127	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Mental and behavioural disorders"	"F01-F99"	470	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Diseases of the nervous system"	"G00-G98"	245	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Diseases of the circulatory system"	"I00-I99"	1168	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Diseases of the respiratory system"	"J00-J98"	447	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Diseases of the digestive system"	"K00-K92"	152	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Diseases of the genitourinary system"	"N00-N98"	145	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	62	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"	"External causes of morbidity and mortality"	"V01-Y89"	108	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Jan., 2016"	"2016/01"			3887	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Certain infectious and parasitic diseases"	"A00-B99"	92	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Neoplasms"	"C00-D48"	769	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	13	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	142	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Mental and behavioural disorders"	"F01-F99"	468	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the nervous system"	"G00-G98"	268	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the circulatory system"	"I00-I99"	1142	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the respiratory system"	"J00-J98"	436	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the digestive system"	"K00-K92"	154	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	10	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Diseases of the genitourinary system"	"N00-N98"	144	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	46	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"	"External causes of morbidity and mortality"	"V01-Y89"	89	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Feb., 2016"	"2016/02"			3792	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Certain infectious and parasitic diseases"	"A00-B99"	109	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Neoplasms"	"C00-D48"	819	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	17	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	144	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Mental and behavioural disorders"	"F01-F99"	453	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the nervous system"	"G00-G98"	288	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the circulatory system"	"I00-I99"	1216	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the respiratory system"	"J00-J98"	460	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the digestive system"	"K00-K92"	138	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	10	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	16	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Diseases of the genitourinary system"	"N00-N98"	136	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	46	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"	"External causes of morbidity and mortality"	"V01-Y89"	106	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Mar., 2016"	"2016/03"			3962	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Certain infectious and parasitic diseases"	"A00-B99"	94	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Neoplasms"	"C00-D48"	839	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	16	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	134	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Mental and behavioural disorders"	"F01-F99"	420	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Diseases of the nervous system"	"G00-G98"	233	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Diseases of the circulatory system"	"I00-I99"	1142	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Diseases of the respiratory system"	"J00-J98"	438	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Diseases of the digestive system"	"K00-K92"	127	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Diseases of the genitourinary system"	"N00-N98"	122	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	60	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"	"External causes of morbidity and mortality"	"V01-Y89"	82	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Apr., 2016"	"2016/04"			3731	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Certain infectious and parasitic diseases"	"A00-B99"	84	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Neoplasms"	"C00-D48"	809	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	122	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Mental and behavioural disorders"	"F01-F99"	431	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Diseases of the nervous system"	"G00-G98"	216	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Diseases of the circulatory system"	"I00-I99"	1088	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Diseases of the respiratory system"	"J00-J98"	401	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Diseases of the digestive system"	"K00-K92"	137	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Diseases of the genitourinary system"	"N00-N98"	107	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	50	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2016"	"2016/05"	"External causes of morbidity and mortality"	"V01-Y89"	107	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"May, 2016"	"2016/05"			3593	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Certain infectious and parasitic diseases"	"A00-B99"	95	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Neoplasms"	"C00-D48"	791	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	132	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Mental and behavioural disorders"	"F01-F99"	357	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Diseases of the nervous system"	"G00-G98"	228	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Diseases of the circulatory system"	"I00-I99"	1088	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Diseases of the respiratory system"	"J00-J98"	314	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Diseases of the digestive system"	"K00-K92"	123	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	24	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Diseases of the genitourinary system"	"N00-N98"	100	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	55	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"	"External causes of morbidity and mortality"	"V01-Y89"	85	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Jun., 2016"	"2016/06"			3411	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Certain infectious and parasitic diseases"	"A00-B99"	71	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Neoplasms"	"C00-D48"	781	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	108	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Mental and behavioural disorders"	"F01-F99"	393	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Diseases of the nervous system"	"G00-G98"	217	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Diseases of the circulatory system"	"I00-I99"	982	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Diseases of the respiratory system"	"J00-J98"	346	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Diseases of the digestive system"	"K00-K92"	116	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Diseases of the genitourinary system"	"N00-N98"	115	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	52	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"	"External causes of morbidity and mortality"	"V01-Y89"	103	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Jul., 2016"	"2016/07"			3322	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Certain infectious and parasitic diseases"	"A00-B99"	75	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Neoplasms"	"C00-D48"	842	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	116	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Mental and behavioural disorders"	"F01-F99"	357	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Diseases of the nervous system"	"G00-G98"	232	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Diseases of the circulatory system"	"I00-I99"	1080	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Diseases of the respiratory system"	"J00-J98"	366	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Diseases of the digestive system"	"K00-K92"	123	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Diseases of the genitourinary system"	"N00-N98"	102	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	57	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"	"External causes of morbidity and mortality"	"V01-Y89"	106	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Aug., 2016"	"2016/08"			3494	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Certain infectious and parasitic diseases"	"A00-B99"	86	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Neoplasms"	"C00-D48"	793	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	131	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Mental and behavioural disorders"	"F01-F99"	400	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Diseases of the nervous system"	"G00-G98"	240	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Diseases of the circulatory system"	"I00-I99"	1012	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Diseases of the respiratory system"	"J00-J98"	312	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Diseases of the digestive system"	"K00-K92"	114	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	25	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Diseases of the genitourinary system"	"N00-N98"	114	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	44	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"	"External causes of morbidity and mortality"	"V01-Y89"	96	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Sep., 2016"	"2016/09"			3382	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Certain infectious and parasitic diseases"	"A00-B99"	95	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Neoplasms"	"C00-D48"	812	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	13	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	135	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Mental and behavioural disorders"	"F01-F99"	476	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Diseases of the nervous system"	"G00-G98"	218	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Diseases of the circulatory system"	"I00-I99"	1116	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Diseases of the respiratory system"	"J00-J98"	365	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Diseases of the digestive system"	"K00-K92"	121	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Diseases of the genitourinary system"	"N00-N98"	105	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	65	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"	"External causes of morbidity and mortality"	"V01-Y89"	105	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"	"Oct., 2016"	"2016/10"			3646	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Certain infectious and parasitic diseases"	"A00-B99"	91	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Neoplasms"	"C00-D48"	788	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	130	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Mental and behavioural disorders"	"F01-F99"	495	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Diseases of the nervous system"	"G00-G98"	273	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Diseases of the circulatory system"	"I00-I99"	1157	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2016"	"2016/11"	"Diseases of the respiratory system"	"J00-J98"	346	Not Applicable	Not Applicable
