"Notes"	"State"	"State Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Diseases of the respiratory system"	"J00-J98"	303	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Diseases of the digestive system"	"K00-K92"	127	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	18	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Diseases of the genitourinary system"	"N00-N98"	114	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Certain conditions originating in the perinatal period"	"P00-P96"	11	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	12	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	47	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2017"	"2017/06"	"External causes of morbidity and mortality"	"V01-Y89"	345	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"	"Jun., 2017"	"2017/06"			3537	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Certain infectious and parasitic diseases"	"A00-B99"	100	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Neoplasms"	"C00-D48"	844	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	13	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	156	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Mental and behavioural disorders"	"F01-F99"	96	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Diseases of the nervous system"	"G00-G98"	301	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Diseases of the circulatory system"	"I00-I99"	1127	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Diseases of the respiratory system"	"J00-J98"	282	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Diseases of the digestive system"	"K00-K92"	133	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Diseases of the genitourinary system"	"N00-N98"	96	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Certain conditions originating in the perinatal period"	"P00-P96"	18	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	17	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	49	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2017"	"2017/07"	"External causes of morbidity and mortality"	"V01-Y89"	368	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"	"Jul., 2017"	"2017/07"			3616	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Certain infectious and parasitic diseases"	"A00-B99"	117	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Neoplasms"	"C00-D48"	793	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	155	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Mental and behavioural disorders"	"F01-F99"	105	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the nervous system"	"G00-G98"	293	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the circulatory system"	"I00-I99"	1141	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the respiratory system"	"J00-J98"	310	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the digestive system"	"K00-K92"	134	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Diseases of the genitourinary system"	"N00-N98"	131	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Certain conditions originating in the perinatal period"	"P00-P96"	15	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	16	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	45	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2017"	"2017/08"	"External causes of morbidity and mortality"	"V01-Y89"	363	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"	"Aug., 2017"	"2017/08"			3669	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Certain infectious and parasitic diseases"	"A00-B99"	115	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Neoplasms"	"C00-D48"	788	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	15	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	149	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Mental and behavioural disorders"	"F01-F99"	101	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Diseases of the nervous system"	"G00-G98"	263	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Diseases of the circulatory system"	"I00-I99"	1167	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Diseases of the respiratory system"	"J00-J98"	327	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Diseases of the digestive system"	"K00-K92"	112	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Diseases of the genitourinary system"	"N00-N98"	106	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	16	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2017"	"2017/09"	"External causes of morbidity and mortality"	"V01-Y89"	327	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"	"Sep., 2017"	"2017/09"			3552	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Certain infectious and parasitic diseases"	"A00-B99"	114	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Neoplasms"	"C00-D48"	866	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	18	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	159	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Mental and behavioural disorders"	"F01-F99"	89	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Diseases of the nervous system"	"G00-G98"	306	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Diseases of the circulatory system"	"I00-I99"	1251	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Diseases of the respiratory system"	"J00-J98"	323	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Diseases of the digestive system"	"K00-K92"	113	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Diseases of the genitourinary system"	"N00-N98"	115	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Certain conditions originating in the perinatal period"	"P00-P96"	21	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	44	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2017"	"2017/10"	"External causes of morbidity and mortality"	"V01-Y89"	357	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"	"Oct., 2017"	"2017/10"			3816	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Certain infectious and parasitic diseases"	"A00-B99"	114	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Neoplasms"	"C00-D48"	786	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	29	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	197	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Mental and behavioural disorders"	"F01-F99"	111	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Diseases of the nervous system"	"G00-G98"	316	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Diseases of the circulatory system"	"I00-I99"	1146	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Diseases of the respiratory system"	"J00-J98"	410	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Diseases of the digestive system"	"K00-K92"	130	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	20	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Diseases of the genitourinary system"	"N00-N98"	117	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Certain conditions originating in the perinatal period"	"P00-P96"	20	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	45	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2017"	"2017/11"	"External causes of morbidity and mortality"	"V01-Y89"	406	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"	"Nov., 2017"	"2017/11"			3864	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Certain infectious and parasitic diseases"	"A00-B99"	157	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Neoplasms"	"C00-D48"	858	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	213	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Mental and behavioural disorders"	"F01-F99"	135	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Diseases of the nervous system"	"G00-G98"	365	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Diseases of the circulatory system"	"I00-I99"	1428	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Diseases of the respiratory system"	"J00-J98"	508	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Diseases of the digestive system"	"K00-K92"	140	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Diseases of the genitourinary system"	"N00-N98"	122	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	55	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2017"	"2017/12"	"External causes of morbidity and mortality"	"V01-Y89"	396	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"	"Dec., 2017"	"2017/12"			4444	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"					90110	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Certain infectious and parasitic diseases"	"A00-B99"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Neoplasms"	"C00-D48"	294	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	57	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Mental and behavioural disorders"	"F01-F99"	95	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Diseases of the nervous system"	"G00-G98"	79	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Diseases of the circulatory system"	"I00-I99"	343	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Diseases of the respiratory system"	"J00-J98"	131	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Diseases of the digestive system"	"K00-K92"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"Diseases of the genitourinary system"	"N00-N98"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2016"	"2016/01"	"External causes of morbidity and mortality"	"V01-Y89"	67	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"Jan., 2016"	"2016/01"			1192	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Certain infectious and parasitic diseases"	"A00-B99"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Neoplasms"	"C00-D48"	276	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Mental and behavioural disorders"	"F01-F99"	77	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Diseases of the nervous system"	"G00-G98"	73	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Diseases of the circulatory system"	"I00-I99"	311	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Diseases of the respiratory system"	"J00-J98"	116	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Diseases of the digestive system"	"K00-K92"	48	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"Diseases of the genitourinary system"	"N00-N98"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2016"	"2016/02"	"External causes of morbidity and mortality"	"V01-Y89"	81	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"Feb., 2016"	"2016/02"			1096	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Certain infectious and parasitic diseases"	"A00-B99"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Neoplasms"	"C00-D48"	294	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	46	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Mental and behavioural disorders"	"F01-F99"	82	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Diseases of the nervous system"	"G00-G98"	94	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Diseases of the circulatory system"	"I00-I99"	349	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Diseases of the respiratory system"	"J00-J98"	153	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Diseases of the digestive system"	"K00-K92"	51	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Diseases of the genitourinary system"	"N00-N98"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2016"	"2016/03"	"External causes of morbidity and mortality"	"V01-Y89"	106	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"Mar., 2016"	"2016/03"			1256	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Certain infectious and parasitic diseases"	"A00-B99"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Neoplasms"	"C00-D48"	254	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	53	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Mental and behavioural disorders"	"F01-F99"	97	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Diseases of the nervous system"	"G00-G98"	71	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Diseases of the circulatory system"	"I00-I99"	341	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Diseases of the respiratory system"	"J00-J98"	158	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Diseases of the digestive system"	"K00-K92"	49	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Diseases of the genitourinary system"	"N00-N98"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2016"	"2016/04"	"External causes of morbidity and mortality"	"V01-Y89"	81	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"Apr., 2016"	"2016/04"			1186	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Certain infectious and parasitic diseases"	"A00-B99"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Neoplasms"	"C00-D48"	293	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	63	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Mental and behavioural disorders"	"F01-F99"	98	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Diseases of the nervous system"	"G00-G98"	75	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Diseases of the circulatory system"	"I00-I99"	361	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Diseases of the respiratory system"	"J00-J98"	153	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Diseases of the digestive system"	"K00-K92"	43	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"Diseases of the genitourinary system"	"N00-N98"	32	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2016"	"2016/05"	"External causes of morbidity and mortality"	"V01-Y89"	105	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"May, 2016"	"2016/05"			1283	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Certain infectious and parasitic diseases"	"A00-B99"	13	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Neoplasms"	"C00-D48"	271	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	45	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Mental and behavioural disorders"	"F01-F99"	90	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Diseases of the nervous system"	"G00-G98"	73	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Diseases of the circulatory system"	"I00-I99"	275	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Diseases of the respiratory system"	"J00-J98"	133	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Diseases of the digestive system"	"K00-K92"	47	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"Diseases of the genitourinary system"	"N00-N98"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2016"	"2016/06"	"External causes of morbidity and mortality"	"V01-Y89"	120	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"Jun., 2016"	"2016/06"			1118	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Certain infectious and parasitic diseases"	"A00-B99"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Neoplasms"	"C00-D48"	269	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	66	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Mental and behavioural disorders"	"F01-F99"	81	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Diseases of the nervous system"	"G00-G98"	72	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Diseases of the circulatory system"	"I00-I99"	296	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Diseases of the respiratory system"	"J00-J98"	110	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Diseases of the digestive system"	"K00-K92"	47	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"Diseases of the genitourinary system"	"N00-N98"	28	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2016"	"2016/07"	"External causes of morbidity and mortality"	"V01-Y89"	119	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"Jul., 2016"	"2016/07"			1132	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Certain infectious and parasitic diseases"	"A00-B99"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Neoplasms"	"C00-D48"	276	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	67	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Mental and behavioural disorders"	"F01-F99"	70	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Diseases of the nervous system"	"G00-G98"	75	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Diseases of the circulatory system"	"I00-I99"	284	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Diseases of the respiratory system"	"J00-J98"	92	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Diseases of the digestive system"	"K00-K92"	53	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"Diseases of the genitourinary system"	"N00-N98"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2016"	"2016/08"	"External causes of morbidity and mortality"	"V01-Y89"	101	Not Applicable	Not Applicable
"Total"	"Maine"	"23"	"Aug., 2016"	"2016/08"			1096	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2016"	"2016/09"	"Certain infectious and parasitic diseases"	"A00-B99"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2016"	"2016/09"	"Neoplasms"	"C00-D48"	283	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2016"	"2016/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	52	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2016"	"2016/09"	"Mental and behavioural disorders"	"F01-F99"	90	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2016"	"2016/09"	"Diseases of the nervous system"	"G00-G98"	90	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2016"	"2016/09"	"Diseases of the circulatory system"	"I00-I99"	267	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2016"	"2016/09"	"Diseases of the respiratory system"	"J00-J98"	76	Not Applicable	Not Applicable
